emp_no,first_name,last_name,to_date,hire_date,from_date,title,present_date,days_of_service
109364,Kerhong,Dalton,9999-01-01,1998-02-18,1998-11-21,Senior Staff,2021-06-09,8512
109371,Gunilla,Penz,9999-01-01,1998-04-24,1998-09-17,Engineer,2021-06-09,8447
109376,Guozhong,Smeets,9999-01-01,1996-07-25,1996-07-25,Staff,2021-06-09,9085
109402,Martijn,Roisin,9999-01-01,1998-08-12,1999-04-02,Engineer,2021-06-09,8337
109410,Susanne,Rattan,9999-01-01,1997-01-05,2000-01-27,Staff,2021-06-09,8921
109418,Krister,Codenie,9999-01-01,1996-04-05,1996-04-05,Engineer,2021-06-09,9196
109445,Kazunori,Wendorf,9999-01-01,1998-12-27,1999-10-02,Staff,2021-06-09,8200
109459,Adas,Soloway,9999-01-01,1998-11-07,1998-12-30,Staff,2021-06-09,8250
109479,Lihong,Hatcliff,9999-01-01,1997-06-04,1998-08-07,Senior Staff,2021-06-09,8771
109480,Danny,Chinin,9999-01-01,1997-10-12,1997-11-18,Assistant Engineer,2021-06-09,8641
109482,Herb,Koblick,9999-01-01,1998-09-30,1998-09-30,Engineer,2021-06-09,8288
109510,Trygve,Barreiro,9999-01-01,1996-06-16,1996-06-16,Staff,2021-06-09,9124
109552,Menkae,Etalle,9999-01-01,1996-11-11,1997-05-21,Engineer,2021-06-09,8976
109566,Mahendra,DasSarma,9999-01-01,1997-02-23,1997-02-23,Staff,2021-06-09,8872
109603,Genta,Chleq,9999-01-01,1996-04-25,2001-12-13,Senior Engineer,2021-06-09,9176
109615,Chaosheng,Scallan,9999-01-01,1997-05-17,1997-05-17,Assistant Engineer,2021-06-09,8789
109619,Geoffrey,Levasseur,9999-01-01,1996-02-01,1997-10-20,Staff,2021-06-09,9260
109633,Zhaofang,Vendrig,9999-01-01,1998-05-02,1998-05-02,Engineer,2021-06-09,8439
109654,Masako,Alencar,9999-01-01,1996-03-17,1996-03-17,Staff,2021-06-09,9215
109656,Franziska,Burnard,9999-01-01,1997-01-03,1997-03-02,Senior Engineer,2021-06-09,8923
109673,Gian,Mapelli,9999-01-01,1999-04-20,2001-10-17,Engineer,2021-06-09,8086
109715,Subhash,Miyakawa,9999-01-01,1998-06-18,1998-06-18,Staff,2021-06-09,8392
109736,Rasiah,Schach,9999-01-01,1998-06-22,1998-06-22,Technique Leader,2021-06-09,8388
109779,Soenke,Stamatiou,9999-01-01,1998-08-28,1998-08-28,Staff,2021-06-09,8321
109796,Jenwei,Dehkordi,9999-01-01,1996-02-13,1996-10-22,Senior Engineer,2021-06-09,9248
109826,Hideyuki,Zirintsis,9999-01-01,1997-03-31,1997-03-31,Engineer,2021-06-09,8836
109830,Ramzi,Krupka,9999-01-01,1997-05-07,1997-05-07,Senior Engineer,2021-06-09,8799
109866,Seongbin,Sgarro,9999-01-01,1997-08-26,2001-11-27,Engineer,2021-06-09,8688
109877,Shigehiro,Anido,9999-01-01,1998-04-13,2001-06-26,Senior Engineer,2021-06-09,8458
109882,Seshu,Sgarro,9999-01-01,1997-07-12,1998-10-05,Engineer,2021-06-09,8733
109934,Alagu,Schmittgen,9999-01-01,1996-01-19,1997-03-09,Engineer,2021-06-09,9273
109986,Ohad,Veeraraghavan,9999-01-01,1996-12-20,2000-09-03,Staff,2021-06-09,8937
200007,Danae,Rouquie,9999-01-01,1998-04-21,1998-06-05,Senior Engineer,2021-06-09,8450
200016,Baocai,Hofman,9999-01-01,1996-03-20,1996-03-20,Engineer,2021-06-09,9212
200067,Kerhong,Narahara,9999-01-01,1998-05-18,2002-06-29,Engineer,2021-06-09,8423
200103,Debaprosad,Baby,9999-01-01,1998-02-23,1998-02-23,Engineer,2021-06-09,8507
200110,Mabhin,Cummings,9999-01-01,1997-12-14,1999-09-14,Engineer,2021-06-09,8578
200120,Shrikanth,Kenevan,9999-01-01,1997-04-25,1997-04-25,Staff,2021-06-09,8811
200141,Fay,Stiles,9999-01-01,1997-03-26,1997-07-11,Senior Staff,2021-06-09,8841
200146,Izaskun,Coors,9999-01-01,1996-11-11,1996-11-11,Staff,2021-06-09,8976
200154,Kazuhisa,Schwabacher,9999-01-01,1999-03-03,1999-05-07,Engineer,2021-06-09,8134
200165,Juyoung,Bressoud,9999-01-01,1996-03-29,1999-04-23,Engineer,2021-06-09,9203
200170,Pranav,Frijda,9999-01-01,1996-05-12,1999-03-02,Engineer,2021-06-09,9159
200173,Premal,Hemaspaandra,9999-01-01,1996-04-07,1999-06-14,Engineer,2021-06-09,9194
200187,Troy,Hagimont,9999-01-01,1996-03-12,1996-03-12,Technique Leader,2021-06-09,9220
200188,Yoshimitsu,McFarlan,9999-01-01,1997-01-17,1998-10-15,Senior Engineer,2021-06-09,8909
200220,Koldo,Birnbaum,9999-01-01,1997-01-30,1997-09-29,Staff,2021-06-09,8896
200240,Arch,Back,9999-01-01,1997-02-26,1999-08-15,Senior Engineer,2021-06-09,8869
200282,Chuanyi,Carrera,9999-01-01,1996-05-20,1996-05-20,Senior Engineer,2021-06-09,9151
200306,Francoise,Slutz,9999-01-01,1997-06-20,1997-06-20,Engineer,2021-06-09,8755
200309,Mahendra,DasSarma,9999-01-01,1996-10-28,1996-10-28,Engineer,2021-06-09,8990
200319,Gudjon,Erde,9999-01-01,1996-01-29,1999-12-31,Senior Engineer,2021-06-09,9263
200320,Serif,Molenaar,9999-01-01,1996-02-21,1996-02-21,Staff,2021-06-09,9240
200349,Claudi,Pileggi,9999-01-01,1997-11-30,1997-11-30,Staff,2021-06-09,8592
200351,Pantung,Hemaspaandra,9999-01-01,1997-04-22,1999-02-22,Assistant Engineer,2021-06-09,8814
200385,Adamantios,Rissanen,9999-01-01,1996-04-07,2001-11-21,Assistant Engineer,2021-06-09,9194
200407,Duke,Kropf,9999-01-01,1997-05-20,1997-05-20,Engineer,2021-06-09,8786
200412,Kazuhisa,Maksimenko,9999-01-01,1998-08-08,1998-08-08,Senior Engineer,2021-06-09,8341
200420,Byong,Schapire,9999-01-01,1997-05-17,2001-01-07,Staff,2021-06-09,8789
200436,Douadi,Rusterholz,9999-01-01,1999-01-20,1999-05-25,Engineer,2021-06-09,8176
200446,Hatim,Schauser,9999-01-01,1996-04-02,1996-04-02,Staff,2021-06-09,9199
200465,Thanasis,Chinal,9999-01-01,1996-06-24,1999-10-12,Engineer,2021-06-09,9116
200477,Weidon,Mahnke,9999-01-01,1999-07-27,1999-10-10,Engineer,2021-06-09,7988
200513,Tsz,Uehara,9999-01-01,1997-08-29,1997-08-29,Senior Staff,2021-06-09,8685
200517,Alejandro,Veldwijk,9999-01-01,1996-04-20,1996-08-06,Senior Engineer,2021-06-09,9181
200521,Jiakeng,Menyhert,9999-01-01,1997-06-25,1999-08-12,Technique Leader,2021-06-09,8750
200551,Uli,Pena,9999-01-01,1997-04-04,1997-04-04,Engineer,2021-06-09,8832
200584,Stabislas,Antonisse,9999-01-01,1996-12-17,1997-12-04,Staff,2021-06-09,8940
200589,Shuho,Restivo,9999-01-01,1997-03-23,1998-01-10,Staff,2021-06-09,8844
200606,Masaki,Yoshizawa,9999-01-01,1998-10-01,1998-10-01,Engineer,2021-06-09,8287
200615,Along,Brodal,9999-01-01,1996-06-02,2000-12-14,Senior Staff,2021-06-09,9138
200628,Dayanand,Karlin,9999-01-01,1996-02-14,1999-05-17,Engineer,2021-06-09,9247
200650,Sreenivas,Wolniewicz,9999-01-01,1997-05-25,1997-05-25,Engineer,2021-06-09,8781
200665,Seongbin,Gopalakrishnan,9999-01-01,1997-03-21,1997-03-21,Staff,2021-06-09,8846
200670,Claudi,Shobatake,9999-01-01,1998-07-08,1998-07-08,Engineer,2021-06-09,8372
200709,Babette,Przulj,9999-01-01,1997-01-30,1997-01-30,Staff,2021-06-09,8896
200723,Honesty,Paludetto,9999-01-01,1999-08-16,1999-08-16,Engineer,2021-06-09,7968
200725,Nikolaos,Buchter,9999-01-01,1998-04-29,1998-05-13,Engineer,2021-06-09,8442
200732,Arto,McClure,9999-01-01,1998-07-19,1998-07-19,Staff,2021-06-09,8361
200738,Mads,Bach,9999-01-01,1999-09-08,1999-10-31,Senior Engineer,2021-06-09,7945
200741,Steen,Restivo,9999-01-01,1996-09-21,1996-09-21,Senior Engineer,2021-06-09,9027
200746,Tremaine,Lorho,9999-01-01,1998-05-12,2000-04-06,Staff,2021-06-09,8429
200748,Yifei,Schaad,9999-01-01,1998-01-30,1998-09-26,Staff,2021-06-09,8531
200754,Khatoun,Camarinopoulos,9999-01-01,1997-06-04,1997-06-04,Technique Leader,2021-06-09,8771
200763,Urs,Ariola,9999-01-01,1996-01-08,1999-07-13,Staff,2021-06-09,9284
200799,Theirry,Auyong,9999-01-01,1997-12-21,1997-12-21,Engineer,2021-06-09,8571
200860,Gino,Brickell,9999-01-01,1999-04-17,1999-04-17,Staff,2021-06-09,8089
200888,Stepehn,Akiyama,9999-01-01,1996-08-05,1996-08-05,Senior Engineer,2021-06-09,9074
200894,Idoia,Pusterhofer,9999-01-01,1996-04-19,1998-02-13,Staff,2021-06-09,9182
200897,Ibibia,Peron,9999-01-01,1996-11-19,1997-02-01,Staff,2021-06-09,8968
200924,Ramzi,Lorie,9999-01-01,1997-06-08,1999-03-14,Engineer,2021-06-09,8767
200940,Marl,Lyonns,9999-01-01,1996-05-02,1996-05-02,Engineer,2021-06-09,9169
200961,Brendon,Hartvigsen,9999-01-01,1997-10-04,1999-12-04,Staff,2021-06-09,8649
200965,Nevio,Fiutem,9999-01-01,1996-09-23,1998-05-10,Staff,2021-06-09,9025
201012,Turgut,Krohm,9999-01-01,1996-12-02,1999-08-21,Senior Staff,2021-06-09,8955
201016,Horward,Domenig,9999-01-01,1998-01-31,1998-01-31,Staff,2021-06-09,8530
201023,Goh,Mellouli,9999-01-01,1996-04-11,1999-10-11,Staff,2021-06-09,9190
201040,Gor,Steinauer,9999-01-01,1997-09-10,1998-02-09,Technique Leader,2021-06-09,8673
201131,Shalesh,Erie,9999-01-01,1998-05-26,1998-05-26,Engineer,2021-06-09,8415
201147,Abdelghani,Biran,9999-01-01,1997-11-20,2001-12-20,Engineer,2021-06-09,8602
201164,Kannan,Erol,9999-01-01,1997-01-05,1999-12-08,Staff,2021-06-09,8921
201184,Yurii,Colorni,9999-01-01,1997-04-18,1997-12-10,Technique Leader,2021-06-09,8818
201197,Yongmao,Eugenio,9999-01-01,1998-09-28,2000-03-10,Engineer,2021-06-09,8290
201236,Ebbe,Bennis,9999-01-01,1998-03-02,1999-05-22,Engineer,2021-06-09,8500
201249,Zhenbing,Mapelli,9999-01-01,1997-03-21,1997-03-21,Engineer,2021-06-09,8846
201252,Sreenivas,Billingsley,9999-01-01,1996-10-02,1997-04-15,Staff,2021-06-09,9016
201258,Hyuncheol,Verhaegen,9999-01-01,1996-03-14,2000-10-07,Staff,2021-06-09,9218
201271,Huai,Lanphier,9999-01-01,1998-08-01,1998-08-01,Senior Staff,2021-06-09,8348
201292,Doohun,Noriega,9999-01-01,1998-03-24,1998-10-06,Technique Leader,2021-06-09,8478
201297,Chaosheng,Hennebert,9999-01-01,1999-02-20,1999-02-20,Staff,2021-06-09,8145
201313,Susanta,Zweizig,9999-01-01,1997-09-04,1999-05-26,Engineer,2021-06-09,8679
201323,Utpal,Feinberg,9999-01-01,1996-01-22,1996-01-22,Senior Engineer,2021-06-09,9270
201334,Lene,Acton,9999-01-01,1997-10-06,1997-10-06,Staff,2021-06-09,8647
201337,Constantijn,Bennis,9999-01-01,1998-01-04,2001-09-28,Staff,2021-06-09,8557
201352,Zeljko,Bressoud,9999-01-01,1997-04-09,1997-04-09,Senior Engineer,2021-06-09,8827
201355,Valery,Prochazka,9999-01-01,1996-08-05,1996-08-05,Assistant Engineer,2021-06-09,9074
201385,Saniya,Vecchio,9999-01-01,1996-04-23,1996-06-02,Senior Engineer,2021-06-09,9178
201399,Khosrow,Kropatsch,9999-01-01,1998-01-04,1998-11-10,Engineer,2021-06-09,8557
201434,Shen,Haraldson,9999-01-01,1996-12-31,1996-12-31,Staff,2021-06-09,8926
201441,Shuky,Luca,9999-01-01,1996-06-12,1996-10-31,Technique Leader,2021-06-09,9128
201445,Marie,Liesche,9999-01-01,1996-05-01,1996-05-01,Technique Leader,2021-06-09,9170
201447,Gaurav,Pavlopoulou,9999-01-01,1997-04-23,1997-04-23,Staff,2021-06-09,8813
201448,Fumiya,Soloway,9999-01-01,1997-01-24,1998-12-13,Engineer,2021-06-09,8902
201452,Karsten,Alpin,9999-01-01,1998-02-19,1998-06-26,Engineer,2021-06-09,8511
201476,Isaac,Ariola,9999-01-01,1996-12-05,2001-10-27,Staff,2021-06-09,8952
201485,Hsiangchu,Rotem,9999-01-01,1996-09-07,1996-09-07,Senior Engineer,2021-06-09,9041
201490,Elrique,Masaki,9999-01-01,1996-02-26,1996-02-26,Senior Staff,2021-06-09,9235
201491,Cheong,Binding,9999-01-01,1996-04-24,1996-04-24,Engineer,2021-06-09,9177
201500,Fumiko,Nitsche,9999-01-01,1996-09-27,1996-09-27,Staff,2021-06-09,9021
201551,Shuho,Gihr,9999-01-01,1997-03-04,2001-10-24,Engineer,2021-06-09,8863
201562,Aleksander,Borovoy,9999-01-01,1999-01-18,1999-08-08,Senior Staff,2021-06-09,8178
201574,Zissis,Bade,9999-01-01,1996-05-14,1996-05-14,Engineer,2021-06-09,9157
201586,Mart,Munck,9999-01-01,1996-02-01,1996-02-01,Senior Staff,2021-06-09,9260
201590,Aamod,Mandell,9999-01-01,1997-07-03,1997-07-03,Staff,2021-06-09,8742
201604,Toshimo,Rando,9999-01-01,1996-05-24,1997-07-16,Senior Engineer,2021-06-09,9147
201605,Yannik,Peron,9999-01-01,1999-05-02,1999-05-08,Engineer,2021-06-09,8074
201611,Nevio,Beetstra,9999-01-01,1996-08-22,1996-08-22,Engineer,2021-06-09,9057
201617,Tsutomu,Naudin,9999-01-01,1997-06-23,1998-11-15,Senior Staff,2021-06-09,8752
201623,Noritoshi,Krybus,9999-01-01,1999-04-06,1999-08-09,Staff,2021-06-09,8100
201637,Kwangho,Tsunoo,9999-01-01,1997-02-20,1997-02-20,Engineer,2021-06-09,8875
201648,Selwyn,Chleq,9999-01-01,1997-08-23,1997-08-23,Engineer,2021-06-09,8691
201658,Shaw,Iivonen,9999-01-01,1997-03-14,1997-03-14,Engineer,2021-06-09,8853
201667,Chaosheng,Wielonsky,9999-01-01,1998-02-23,1998-05-14,Staff,2021-06-09,8507
201689,Shay,Merey,9999-01-01,1999-08-23,1999-09-15,Engineer,2021-06-09,7961
201702,Teruyuki,Doering,9999-01-01,1998-10-19,1998-10-19,Staff,2021-06-09,8269
201717,Adin,Gimbel,9999-01-01,1997-12-07,1997-12-07,Assistant Engineer,2021-06-09,8585
201719,Yonghong,Pappas,9999-01-01,1999-03-24,1999-12-08,Staff,2021-06-09,8113
201726,Gila,Bonifati,9999-01-01,1997-08-31,1997-08-31,Staff,2021-06-09,8683
201740,Falguni,Tokunaga,9999-01-01,1996-06-01,2002-07-10,Senior Engineer,2021-06-09,9139
201756,Mart,Oxman,9999-01-01,1996-02-12,2001-01-15,Staff,2021-06-09,9249
201764,Masali,Collette,9999-01-01,1996-04-18,1996-04-18,Staff,2021-06-09,9183
201768,Aksel,Muhling,9999-01-01,1997-10-11,1999-10-27,Assistant Engineer,2021-06-09,8642
201780,Franziska,Pardalos,9999-01-01,1998-10-08,1999-07-15,Staff,2021-06-09,8280
201805,Somnath,Montemayor,9999-01-01,1999-01-15,1999-01-15,Senior Engineer,2021-06-09,8181
201823,Badri,Cardazo,9999-01-01,1997-06-01,1999-04-30,Staff,2021-06-09,8774
201840,Adam,Narwekar,9999-01-01,1997-12-13,1997-12-13,Staff,2021-06-09,8579
201841,Udo,McDermid,9999-01-01,1996-10-16,1996-10-16,Technique Leader,2021-06-09,9002
201849,Shakhar,Lyonns,9999-01-01,1996-07-19,1997-11-30,Senior Engineer,2021-06-09,9091
201863,Indrajit,Birjandi,9999-01-01,1996-04-03,1996-04-03,Assistant Engineer,2021-06-09,9198
201892,Chenyi,Theuretzbacher,9999-01-01,1996-06-27,1996-06-27,Senior Engineer,2021-06-09,9113
201941,Hatim,Ghemri,9999-01-01,1997-09-25,1997-09-25,Staff,2021-06-09,8658
201945,Khoa,Liedekerke,9999-01-01,1998-10-29,1999-03-25,Engineer,2021-06-09,8259
201950,Vasilis,Bennis,9999-01-01,1997-04-25,1997-10-25,Senior Engineer,2021-06-09,8811
201978,Ronnie,Zallocco,9999-01-01,1998-03-16,2001-10-14,Staff,2021-06-09,8486
202015,Alain,VanScheik,9999-01-01,1996-04-23,1999-11-17,Engineer,2021-06-09,9178
202016,KayLiang,Bage,9999-01-01,1996-10-10,1999-08-19,Senior Staff,2021-06-09,9008
202026,Maria,Peternell,9999-01-01,1999-01-08,1999-11-06,Senior Staff,2021-06-09,8188
202038,Bluma,Streit,9999-01-01,1997-02-01,1997-09-29,Engineer,2021-06-09,8894
202044,Bouchung,Showalter,9999-01-01,1997-04-09,1997-08-17,Senior Engineer,2021-06-09,8827
202076,Zeljko,Frolund,9999-01-01,1998-05-01,1998-05-01,Senior Engineer,2021-06-09,8440
202077,Sachio,Bahr,9999-01-01,1996-06-06,2001-12-26,Staff,2021-06-09,9134
202093,Filipp,Bellone,9999-01-01,1998-02-01,1998-02-01,Staff,2021-06-09,8529
202155,Zejun,Bage,9999-01-01,1997-03-27,1997-03-27,Staff,2021-06-09,8840
202156,Arunas,Rathonyi,9999-01-01,1998-02-06,2000-02-01,Assistant Engineer,2021-06-09,8524
202208,Mitchel,Guardalben,9999-01-01,1996-02-15,1996-02-15,Engineer,2021-06-09,9246
202213,Yolla,Luit,9999-01-01,1996-12-10,1996-12-10,Engineer,2021-06-09,8947
202221,Shridhar,Mattern,9999-01-01,1998-04-18,1998-04-18,Senior Staff,2021-06-09,8453
202226,Domenico,Trystram,9999-01-01,1996-12-04,1996-12-04,Senior Engineer,2021-06-09,8953
202241,Mamdouh,Vidya,9999-01-01,1996-03-30,1996-03-30,Engineer,2021-06-09,9202
202252,Nitsan,Demos,9999-01-01,1997-12-07,1997-12-07,Staff,2021-06-09,8585
202262,Valdiodio,Lowrie,9999-01-01,1996-02-14,1996-02-14,Staff,2021-06-09,9247
202287,Jiafu,Oppitz,9999-01-01,1996-10-07,1997-04-11,Senior Staff,2021-06-09,9011
202314,Moto,Suwa,9999-01-01,1996-12-18,1998-06-10,Engineer,2021-06-09,8939
202332,Marin,Rattan,9999-01-01,1996-10-14,1998-05-26,Engineer,2021-06-09,9004
202334,Rafols,Bharadwaj,9999-01-01,1996-07-26,2000-01-15,Engineer,2021-06-09,9084
202354,Jeong,Siochi,9999-01-01,1998-01-15,1998-01-15,Senior Staff,2021-06-09,8546
202373,Christophe,Puppe,9999-01-01,1996-04-27,1996-05-29,Senior Engineer,2021-06-09,9174
202378,Sadun,Tanemo,9999-01-01,1998-03-18,1998-08-13,Engineer,2021-06-09,8484
202395,Genevieve,Wilharm,9999-01-01,1996-09-09,1998-05-09,Engineer,2021-06-09,9039
202445,Ramya,Fritzsche,9999-01-01,1997-05-08,1998-08-29,Senior Engineer,2021-06-09,8798
202453,Paddy,Kieras,9999-01-01,1996-01-02,1996-11-07,Senior Engineer,2021-06-09,9290
202457,Insup,Serra,9999-01-01,1996-07-03,1996-07-03,Staff,2021-06-09,9107
202471,Vatsa,Mahmud,9999-01-01,1996-05-04,1999-05-19,Engineer,2021-06-09,9167
202491,Kristian,Mamelak,9999-01-01,1999-08-01,1999-08-01,Staff,2021-06-09,7983
202493,Iara,Gornas,9999-01-01,1996-03-26,1996-03-26,Staff,2021-06-09,9206
202501,Sajjad,Chinin,9999-01-01,1999-08-02,1999-12-21,Staff,2021-06-09,7982
202546,Zhenbing,Falster,9999-01-01,1996-08-19,1996-08-28,Senior Staff,2021-06-09,9060
202547,Patricio,Alpin,9999-01-01,1997-06-14,2001-11-20,Staff,2021-06-09,8761
202563,Joydip,Peha,9999-01-01,1998-11-01,1998-11-01,Engineer,2021-06-09,8256
202569,Vasiliy,Zhang,9999-01-01,1997-06-14,1997-12-04,Staff,2021-06-09,8761
202583,Subbu,Detkin,9999-01-01,1997-06-26,1997-06-26,Staff,2021-06-09,8749
202584,Teruyuki,Vieth,9999-01-01,1997-10-28,1999-12-14,Senior Staff,2021-06-09,8625
202588,Ranan,Matzke,9999-01-01,1998-09-11,1998-09-11,Staff,2021-06-09,8307
202593,Leucio,Rodier,9999-01-01,1997-03-17,1997-03-17,Engineer,2021-06-09,8850
202609,Luisa,Salvesen,9999-01-01,1997-01-09,1998-12-19,Technique Leader,2021-06-09,8917
202619,Takahiro,Bahk,9999-01-01,1996-01-24,1996-01-24,Senior Engineer,2021-06-09,9268
202635,Yongmao,Gulla,9999-01-01,1999-07-17,1999-12-15,Senior Engineer,2021-06-09,7998
202678,Ziya,Rousseau,9999-01-01,1998-09-08,1998-09-08,Assistant Engineer,2021-06-09,8310
202718,Qingxiang,Swan,9999-01-01,1996-06-07,1999-01-06,Senior Engineer,2021-06-09,9133
202752,Mahmut,Garnham,9999-01-01,1997-08-26,1999-09-03,Assistant Engineer,2021-06-09,8688
202756,Krisda,Kawashima,9999-01-01,1996-08-13,1999-02-04,Engineer,2021-06-09,9066
202794,Baziley,Kadhim,9999-01-01,1996-03-06,1998-06-17,Engineer,2021-06-09,9226
202819,Ottavia,Atrawala,9999-01-01,1998-11-19,1998-11-19,Staff,2021-06-09,8238
202820,Martins,Peternell,9999-01-01,1997-09-05,2000-01-05,Staff,2021-06-09,8678
202822,Marl,Perry,9999-01-01,1998-04-17,1999-01-17,Engineer,2021-06-09,8454
202831,Mitchel,Ladret,9999-01-01,1996-10-16,1996-10-16,Engineer,2021-06-09,9002
202832,Anwar,Antonisse,9999-01-01,1998-07-28,1999-09-29,Senior Engineer,2021-06-09,8352
202847,Martijn,Kermarrec,9999-01-01,1997-09-05,1997-09-05,Senior Engineer,2021-06-09,8678
202894,Jiong,Eppinger,9999-01-01,1997-03-16,2001-09-03,Staff,2021-06-09,8851
202898,Cullen,Angiulli,9999-01-01,1996-02-14,1996-02-14,Senior Engineer,2021-06-09,9247
202909,Sukumar,Taubman,9999-01-01,1996-01-05,1996-07-18,Staff,2021-06-09,9287
202914,Jianwen,Schiettecatte,9999-01-01,1997-10-18,1998-12-08,Assistant Engineer,2021-06-09,8635
202917,Hironoby,Warwick,9999-01-01,1996-11-29,1997-11-08,Staff,2021-06-09,8958
202939,Youssef,Itschner,9999-01-01,1998-08-18,2000-01-01,Staff,2021-06-09,8331
202962,Marit,Georgatos,9999-01-01,1996-08-04,1996-08-04,Engineer,2021-06-09,9075
202965,Kellyn,Czaja,9999-01-01,1996-09-25,1998-08-31,Engineer,2021-06-09,9023
202989,Mads,Vigier,9999-01-01,1997-11-10,1997-11-10,Staff,2021-06-09,8612
203025,Yuichiro,Scallan,9999-01-01,1996-03-03,1996-03-03,Engineer,2021-06-09,9229
203037,Vasilii,Schade,9999-01-01,1996-12-05,1999-05-01,Engineer,2021-06-09,8952
203057,Cathie,Staylopatis,9999-01-01,1997-09-21,1997-09-21,Senior Staff,2021-06-09,8662
203072,Otilia,Lalonde,9999-01-01,1996-01-31,1999-07-09,Engineer,2021-06-09,9261
203079,Karsten,Oxman,9999-01-01,1996-03-31,1996-03-31,Staff,2021-06-09,9201
203111,Neven,Kruskal,9999-01-01,1997-06-22,1997-07-09,Senior Engineer,2021-06-09,8753
203127,Mats,Gils,9999-01-01,1998-06-21,1998-06-21,Staff,2021-06-09,8389
203133,Candida,Speer,9999-01-01,1996-07-16,1998-01-25,Assistant Engineer,2021-06-09,9094
203142,Domenico,Adachi,9999-01-01,1997-01-04,1997-01-04,Engineer,2021-06-09,8922
203201,Sudharsan,Christ,9999-01-01,1998-12-05,1998-12-05,Staff,2021-06-09,8222
203206,Kshitij,Zolotykh,9999-01-01,1996-01-15,1998-10-30,Staff,2021-06-09,9277
203220,Moon,Tomescu,9999-01-01,1998-03-18,1998-10-12,Senior Engineer,2021-06-09,8484
203233,Jianhui,Chiodo,9999-01-01,1997-10-09,1998-09-15,Staff,2021-06-09,8644
203241,Venkatesan,Cools,9999-01-01,1998-02-05,1998-02-05,Senior Engineer,2021-06-09,8525
203254,Gopalakrishnan,Goldhammer,9999-01-01,1997-05-15,1997-11-21,Staff,2021-06-09,8791
203287,Yahiko,Cronan,9999-01-01,1996-11-28,1998-10-28,Senior Engineer,2021-06-09,8959
203290,Yongmao,Engberts,9999-01-01,1996-01-21,1996-01-21,Senior Staff,2021-06-09,9271
203294,Akeno,Gubsky,9999-01-01,1996-01-16,1996-01-16,Senior Engineer,2021-06-09,9276
203297,Kwok,Ginneken,9999-01-01,1998-01-01,1998-04-19,Senior Engineer,2021-06-09,8560
203299,Girolamo,Binkley,9999-01-01,1999-01-31,2001-05-18,Staff,2021-06-09,8165
203313,Bedir,Shobatake,9999-01-01,1996-11-09,1998-05-21,Staff,2021-06-09,8978
203333,Vojin,Pehl,9999-01-01,1996-10-21,1996-10-21,Staff,2021-06-09,8997
203350,Kinh,Oxenboll,9999-01-01,1996-01-28,1998-11-12,Technique Leader,2021-06-09,9264
203370,Vincent,Clemencon,9999-01-01,1997-02-27,1997-02-27,Engineer,2021-06-09,8868
203371,Mana,Erie,9999-01-01,1997-03-15,1997-03-15,Senior Engineer,2021-06-09,8852
203409,Saddek,Stafford,9999-01-01,1996-01-29,1996-01-29,Senior Staff,2021-06-09,9263
203410,Val,Nourani,9999-01-01,1996-08-02,1996-08-02,Engineer,2021-06-09,9077
203414,Mohamadou,Garnick,9999-01-01,1996-03-23,1996-03-23,Engineer,2021-06-09,9209
203423,Mori,Kading,9999-01-01,1998-02-06,1999-01-05,Engineer,2021-06-09,8524
203435,Gal,Validov,9999-01-01,1998-06-09,1999-11-30,Senior Staff,2021-06-09,8401
203475,Sivanarayana,Schaap,9999-01-01,1998-02-26,1998-11-29,Senior Engineer,2021-06-09,8504
203498,Shiv,Hettesheimer,9999-01-01,1997-05-20,1997-05-20,Senior Engineer,2021-06-09,8786
203502,Changho,Willoner,9999-01-01,1997-11-11,1998-06-04,Senior Staff,2021-06-09,8611
203506,Hidekazu,Erie,9999-01-01,1997-02-08,1999-02-26,Staff,2021-06-09,8887
203533,Magdalena,Chenney,9999-01-01,1996-09-23,1996-09-23,Engineer,2021-06-09,9025
203535,Jessie,Kabayashi,9999-01-01,1996-07-01,1996-07-01,Staff,2021-06-09,9109
203540,Eldridge,Heemskerk,9999-01-01,1997-01-08,1997-01-08,Technique Leader,2021-06-09,8918
203596,Bedir,Deverell,9999-01-01,1997-09-28,1999-10-02,Staff,2021-06-09,8655
203636,Gila,Qiwen,9999-01-01,1997-06-02,1997-06-02,Engineer,2021-06-09,8773
203702,Abdulla,Glowinski,9999-01-01,1999-05-21,1999-05-21,Staff,2021-06-09,8055
203729,Anneli,Falby,9999-01-01,1996-03-24,1997-07-02,Staff,2021-06-09,9208
203732,Heping,Mahmud,9999-01-01,1996-03-24,1999-09-11,Engineer,2021-06-09,9208
203733,Fuqing,Wrigley,9999-01-01,1997-02-27,1997-11-28,Staff,2021-06-09,8868
203735,Christfried,Picht,9999-01-01,1996-12-01,1996-12-01,Technique Leader,2021-06-09,8956
203757,Licheng,Perin,9999-01-01,1999-04-28,1999-04-28,Engineer,2021-06-09,8078
203800,Krassimir,Schreiter,9999-01-01,1998-07-02,1999-03-12,Engineer,2021-06-09,8378
203830,Gila,Capobianchi,9999-01-01,1997-11-25,1998-05-03,Engineer,2021-06-09,8597
203840,Masoud,Antonakopoulos,9999-01-01,1997-09-22,2000-01-19,Engineer,2021-06-09,8661
