emp_no,first_name,last_name,birth_date,from_date,to_date,title
68096,Spyrose,Bolsens,1964-11-27,1988-09-21,9999-01-01,Staff
68109,Tetsushi,Kambil,1964-10-28,1992-07-23,9999-01-01,Senior Engineer
68136,Jaewoo,Ramras,1964-08-22,1990-12-05,9999-01-01,Senior Engineer
68145,Nathan,Plotkin,1964-06-29,1995-07-17,9999-01-01,Staff
68207,Kristina,Harbusch,1964-10-15,1993-10-23,9999-01-01,Senior Engineer
68241,Kazuhira,Fetvedt,1964-10-18,1998-08-20,9999-01-01,Senior Engineer
68281,Radhia,Kawashimo,1964-11-17,1986-06-11,9999-01-01,Senior Engineer
68289,Frederique,Wossner,1964-10-28,1996-03-04,9999-01-01,Staff
68320,Junsik,Chiola,1964-11-16,1995-08-05,9999-01-01,Senior Staff
68329,Marko,Klerer,1964-11-24,1991-04-29,9999-01-01,Staff
68340,Goncalo,Srimani,1964-11-19,1999-11-22,9999-01-01,Technique Leader
68352,Huai,Mullainathan,1964-06-19,1999-12-09,9999-01-01,Senior Staff
68363,Sajjan,Milicic,1964-08-31,1988-02-25,9999-01-01,Senior Staff
68383,Hatem,Chinen,1964-08-01,1987-04-06,9999-01-01,Senior Staff
68410,Masato,Claffy,1964-07-04,1989-12-25,9999-01-01,Staff
68415,Suzette,Baig,1964-07-24,1993-08-09,9999-01-01,Staff
68416,Munenori,Debuse,1965-01-27,1990-11-08,9999-01-01,Senior Engineer
68439,Mara,Malinowski,1964-12-07,1997-04-28,9999-01-01,Assistant Engineer
68442,Koichi,Marsiglia,1964-06-05,1993-10-18,9999-01-01,Staff
68451,Bernardo,Engelmann,1964-12-09,1999-03-02,9999-01-01,Engineer
68453,Arra,Henders,1964-12-07,1995-01-28,9999-01-01,Senior Engineer
68480,Gudjon,Jenevein,1964-12-07,1989-05-27,9999-01-01,Senior Engineer
68482,Peternela,Peltason,1964-11-17,1999-12-09,9999-01-01,Engineer
68498,Naftaly,Roisin,1964-09-09,1986-06-21,9999-01-01,Senior Engineer
68503,Ayonca,Leslie,1964-11-15,1993-12-27,9999-01-01,Senior Engineer
68517,Gilbert,Maliniak,1964-09-13,1999-10-15,9999-01-01,Staff
68534,Aimee,Kroon,1964-10-09,1993-07-19,9999-01-01,Staff
68565,Berni,Ranft,1964-07-19,1996-03-12,9999-01-01,Senior Staff
68589,Mihalis,Tibblin,1964-11-08,1986-06-15,9999-01-01,Senior Engineer
68598,Chirstian,Braunschweig,1964-12-13,1987-04-12,9999-01-01,Staff
68608,Yucai,Seghrouchni,1965-01-26,1989-06-09,9999-01-01,Senior Engineer
68609,Frederique,Dulin,1964-08-20,2001-04-12,9999-01-01,Staff
68630,Elzbieta,Moehrke,1964-11-06,1987-09-17,9999-01-01,Staff
68633,Chinhyun,Rassart,1965-01-28,1993-07-29,9999-01-01,Senior Engineer
68648,Jaques,DiGiano,1965-01-25,1992-04-01,9999-01-01,Technique Leader
68658,Yucai,Trumbly,1964-07-31,1989-08-25,9999-01-01,Senior Engineer
68693,Bartek,Garnier,1964-12-08,1990-09-03,9999-01-01,Staff
68755,Pramod,Suri,1964-12-12,1992-05-04,9999-01-01,Staff
68792,Marko,Oehlmann,1964-10-11,1988-04-26,9999-01-01,Staff
68799,Eberhardt,Greenaway,1964-07-24,1988-07-24,9999-01-01,Senior Engineer
68810,Mohd,Schwabacher,1964-08-19,1989-01-26,9999-01-01,Senior Engineer
68811,Nadjib,Uhrig,1964-10-17,1995-03-08,9999-01-01,Staff
68832,Sachio,Constantine,1964-07-07,1999-03-01,9999-01-01,Staff
68833,Jayson,Passafiume,1964-07-31,1988-05-13,9999-01-01,Senior Staff
68836,Toong,Brodal,1964-08-29,1999-07-24,9999-01-01,Senior Staff
68854,Souichi,Perfilyeva,1964-12-05,1986-04-15,9999-01-01,Staff
68899,Tomokazu,Zallocco,1964-09-13,1998-03-17,9999-01-01,Senior Staff
68948,Niclas,Bashian,1964-10-29,1992-10-20,9999-01-01,Technique Leader
68976,Kolar,Azadmanesh,1964-10-24,1987-01-16,9999-01-01,Senior Engineer
69052,Shietung,Shrader,1965-01-26,1995-08-05,9999-01-01,Senior Staff
69068,Avishai,Kaltofen,1964-11-07,1994-04-17,9999-01-01,Staff
69077,Yifei,Lorho,1964-06-03,1993-12-13,9999-01-01,Staff
69082,Guozhong,Nitsch,1964-10-01,1996-06-24,9999-01-01,Staff
69105,Alselm,Gecsel,1964-12-11,1993-12-19,9999-01-01,Staff
69127,Jayesh,Schieder,1964-11-30,1990-05-21,9999-01-01,Senior Engineer
69130,Kien,Reeken,1964-06-19,1988-12-04,9999-01-01,Senior Engineer
69142,Mayuri,Radhakrishnan,1964-09-17,1989-11-02,9999-01-01,Senior Engineer
69148,Isaac,Rothe,1964-06-05,1988-08-29,9999-01-01,Senior Engineer
69171,Mani,Bahr,1964-09-23,1996-07-02,9999-01-01,Engineer
69195,Jixiang,Manders,1964-09-01,1992-04-24,9999-01-01,Senior Engineer
69198,Arco,Gaughan,1964-10-01,1997-05-16,9999-01-01,Senior Engineer
69213,Olivera,Bernini,1964-10-28,1991-06-01,9999-01-01,Staff
69219,Shuky,Redmiles,1965-01-09,1994-11-19,9999-01-01,Senior Staff
69233,Sigeru,Lund,1964-08-08,1991-01-06,9999-01-01,Staff
69247,Giap,Zockler,1964-10-15,1989-06-21,9999-01-01,Staff
69253,Mamdouh,Millington,1964-11-28,1993-01-26,9999-01-01,Staff
69279,Michaela,Cyne,1964-12-21,1999-06-18,9999-01-01,Senior Engineer
69338,Ottavia,Bazzichi,1964-06-20,1987-03-14,9999-01-01,Senior Engineer
69344,Nirmal,Perelgut,1964-12-21,2000-08-01,9999-01-01,Engineer
69388,Arunachalam,Sidje,1964-08-13,1988-03-18,9999-01-01,Staff
69393,Gererd,Eickenmeyer,1964-11-01,1991-09-23,9999-01-01,Senior Staff
69406,Chinya,Munke,1964-06-25,1996-06-20,9999-01-01,Senior Staff
69417,Sachem,Decaestecker,1964-09-22,1993-04-05,9999-01-01,Senior Engineer
69457,Wuxu,Itzfeldt,1964-06-11,1994-07-20,9999-01-01,Staff
69495,Rajmohan,Tsukuda,1964-06-13,1986-12-23,9999-01-01,Senior Engineer
69501,Mong,Heiserman,1964-11-27,1992-11-27,9999-01-01,Senior Engineer
69675,Masami,Przulj,1964-10-30,1993-01-18,9999-01-01,Staff
69694,Shaowen,Masada,1964-10-09,1998-12-22,9999-01-01,Engineer
69750,Naftali,Schapire,1964-08-06,1993-01-13,9999-01-01,Staff
69751,Eran,Piancastelli,1964-08-10,1994-06-03,9999-01-01,Senior Engineer
69802,Hitomi,Himler,1964-07-14,1986-08-13,9999-01-01,Senior Engineer
69804,Yuriy,Zeidenstein,1964-11-25,1992-05-11,9999-01-01,Staff
69805,Avishai,Schwartzburd,1964-11-08,1991-04-09,9999-01-01,Technique Leader
69814,Ymte,Schiettecatte,1964-07-29,2000-01-17,9999-01-01,Senior Staff
69820,Arch,Cullers,1964-11-28,1992-07-07,9999-01-01,Staff
69867,Miyeon,Rothe,1965-01-22,1991-04-09,9999-01-01,Staff
69871,Arne,Ashish,1964-10-29,1987-08-23,9999-01-01,Engineer
69878,Chinya,Cooke,1965-01-24,1997-01-29,9999-01-01,Engineer
69918,Hinrich,Lampe,1964-08-07,1991-12-25,9999-01-01,Staff
69936,Lalit,Unni,1965-01-23,1999-01-31,9999-01-01,Assistant Engineer
69943,Margareta,Bernick,1964-07-28,1993-09-25,9999-01-01,Staff
69949,Masoud,Cappelletti,1964-07-25,1999-02-22,9999-01-01,Staff
69976,Yakichi,Baaz,1964-12-27,1985-07-04,9999-01-01,Senior Engineer
69989,Przemyslawa,Speek,1964-12-07,2001-06-16,9999-01-01,Staff
69995,Arvin,Zongker,1964-10-28,1995-08-04,9999-01-01,Senior Engineer
70038,Xuejia,Apsitis,1964-10-19,1987-02-14,9999-01-01,Staff
70058,Weiru,Karnin,1964-06-09,1995-05-17,9999-01-01,Senior Engineer
70109,Hatsukazu,Baezner,1964-12-14,1994-09-10,9999-01-01,Engineer
70167,Tadahiro,Tsukuda,1964-06-09,1999-06-10,9999-01-01,Staff
70189,Mitchel,Barvinok,1964-06-06,1997-01-17,9999-01-01,Staff
70213,Faiza,Tramer,1964-10-29,1987-11-18,9999-01-01,Senior Engineer
70245,Krassimir,Munawer,1964-07-07,1989-09-07,9999-01-01,Senior Engineer
70261,Feiyu,Cronin,1964-07-01,1995-05-24,9999-01-01,Engineer
70276,Weiwu,Schwaller,1964-11-19,1993-07-14,9999-01-01,Staff
70306,Zita,Serre,1964-06-01,1990-11-18,9999-01-01,Senior Engineer
70370,Remmert,Peron,1964-09-09,1995-05-18,9999-01-01,Senior Staff
70435,Shiv,Sommen,1964-08-19,1997-08-08,9999-01-01,Staff
70438,Palash,Auria,1964-06-25,1998-09-12,9999-01-01,Senior Engineer
70446,Kousuke,Scallan,1964-11-25,1992-02-07,9999-01-01,Senior Engineer
70458,Danil,Ranta,1964-08-14,1998-05-01,9999-01-01,Engineer
70467,Monique,Zockler,1964-11-25,1994-12-04,9999-01-01,Senior Engineer
70469,Tru,Miyakawa,1965-01-12,1990-09-03,9999-01-01,Staff
70495,Gita,Nishimukai,1964-07-07,1991-12-20,9999-01-01,Senior Engineer
70541,Yinghua,Shrader,1964-08-27,1985-12-17,9999-01-01,Staff
70554,Tiina,Litvinov,1964-11-15,1987-01-19,9999-01-01,Senior Engineer
70616,Hugo,Linnainmaa,1964-12-30,1991-06-28,9999-01-01,Staff
70628,Oddvar,Schusler,1964-09-26,1988-10-25,9999-01-01,Senior Engineer
70678,Dayanand,Murthy,1964-10-15,1986-05-30,9999-01-01,Staff
70693,Shaowen,Moehrke,1964-08-12,1998-07-18,9999-01-01,Engineer
70696,Branimir,Kaltofen,1964-10-18,1994-02-12,9999-01-01,Senior Engineer
70713,Keiichiro,Cherinka,1964-07-17,1997-07-27,9999-01-01,Staff
70760,Martins,Olano,1964-06-26,1994-04-03,9999-01-01,Senior Engineer
70781,Macha,Perz,1964-09-10,1999-10-04,9999-01-01,Engineer
70940,Rasiah,Albarhamtoshy,1964-12-26,1998-03-10,9999-01-01,Staff
70975,Weiru,Pero,1964-12-17,1996-05-12,9999-01-01,Senior Engineer
70990,Arumugam,Nitta,1965-01-22,1990-03-23,9999-01-01,Senior Engineer
71004,Elzbieta,Cairo,1964-12-24,1989-02-20,9999-01-01,Senior Staff
71035,Aruna,Cronin,1964-11-12,1998-12-06,9999-01-01,Staff
71066,Domenick,Basart,1965-01-27,1996-01-05,9999-01-01,Staff
71141,Sajjad,Vitiello,1965-01-02,1992-02-17,9999-01-01,Staff
71178,Rildo,Simkin,1964-08-26,1993-12-20,9999-01-01,Engineer
71188,Pranjal,Schapiro,1965-01-02,1986-12-14,9999-01-01,Staff
71211,Sungwon,Petersohn,1964-12-28,1999-11-01,9999-01-01,Senior Engineer
71236,Sivanarayana,Boguraev,1964-12-16,1998-02-06,9999-01-01,Staff
71243,Kinh,Buchter,1965-01-10,1986-03-29,9999-01-01,Senior Engineer
71272,Shuho,Yoshizawa,1964-11-23,1990-12-23,9999-01-01,Senior Engineer
71286,Hauke,Luft,1964-10-15,1995-08-19,9999-01-01,Staff
71298,Arco,Arlazarov,1964-08-29,1990-05-02,9999-01-01,Senior Staff
71329,Eirik,Erdmenger,1964-11-22,1985-12-09,9999-01-01,Senior Staff
71334,Cathie,Peck,1965-01-15,2001-03-04,9999-01-01,Senior Engineer
71377,Bodh,Radhakrishnan,1964-09-01,1991-11-03,9999-01-01,Senior Engineer
71392,Susanne,Farrow,1964-10-31,1993-08-03,9999-01-01,Staff
71397,Margareta,Schlenzig,1964-07-29,1985-12-12,9999-01-01,Senior Engineer
71413,Serge,Coullard,1964-12-13,1990-10-07,9999-01-01,Senior Engineer
71425,Doohun,Sanella,1964-08-01,1991-12-24,9999-01-01,Senior Engineer
71562,Basim,Docker,1964-07-13,1990-07-10,9999-01-01,Staff
71606,Genevieve,Gimbel,1964-12-21,1993-07-25,9999-01-01,Staff
71618,Avishai,Takanami,1964-08-18,1987-08-10,9999-01-01,Staff
71625,Nitsan,Clouatre,1964-10-04,1992-07-27,9999-01-01,Senior Staff
71665,Mostafa,Lukaszewicz,1964-12-11,1994-03-09,9999-01-01,Staff
71666,Yonghong,Marakhovsky,1964-08-16,1996-02-25,9999-01-01,Staff
71685,Kristinn,Olano,1965-01-01,1989-10-03,9999-01-01,Senior Engineer
71688,Shmuel,Cincotta,1964-11-26,1986-11-19,9999-01-01,Senior Engineer
71710,Hitomi,Takanami,1965-01-31,1997-12-15,9999-01-01,Assistant Engineer
71711,Candida,Griswold,1964-10-23,1996-02-05,9999-01-01,Senior Staff
71739,Sudharsan,Carrera,1964-09-09,1995-03-03,9999-01-01,Staff
71742,Sreenivas,Junet,1964-11-22,1996-12-02,9999-01-01,Senior Engineer
71745,Adil,Laventhal,1965-01-02,1992-05-13,9999-01-01,Engineer
71797,Mario,Macedo,1964-06-17,1998-06-27,9999-01-01,Staff
71807,Junichi,Veldwijk,1964-10-14,1994-08-10,9999-01-01,Technique Leader
71838,Tetsushi,Piveteau,1964-11-11,1991-09-19,9999-01-01,Staff
71849,Yongmin,Wegerle,1964-07-18,1994-07-08,9999-01-01,Senior Engineer
71874,Mari,Gonthier,1964-12-25,1989-04-25,9999-01-01,Senior Engineer
71893,Mohammad,Soicher,1964-07-02,1999-09-30,9999-01-01,Staff
71900,Kersti,Taubman,1964-10-29,2000-10-08,9999-01-01,Staff
71943,Marsja,Thombley,1964-09-21,1991-05-02,9999-01-01,Staff
71954,Gian,Detkin,1964-07-06,1993-03-02,9999-01-01,Staff
71983,Kaijung,Copas,1964-09-30,1996-09-11,9999-01-01,Senior Engineer
71991,Shuzo,Aloia,1964-08-04,1986-06-29,9999-01-01,Senior Engineer
71992,Rasiah,Giveon,1964-12-28,1985-08-24,9999-01-01,Staff
72022,Kotesh,Haumacher,1964-08-22,1998-02-26,9999-01-01,Technique Leader
72067,Nahid,Shackell,1964-07-06,1986-01-15,9999-01-01,Staff
72103,Duke,Solovay,1964-12-30,1985-08-10,9999-01-01,Staff
72108,Erzsebet,Mahmud,1964-11-15,1999-05-01,9999-01-01,Engineer
72185,Kersti,Ravishankar,1964-10-07,1989-01-15,9999-01-01,Senior Engineer
72190,Sajjad,Waeselynck,1965-01-19,1999-09-13,9999-01-01,Engineer
72194,Feiyu,Siepmann,1965-01-26,1998-10-01,9999-01-01,Senior Engineer
72228,Weidon,Biron,1964-07-25,1988-06-24,9999-01-01,Staff
72232,Naraig,Veldwijk,1965-01-10,1989-07-10,9999-01-01,Senior Engineer
72239,Nevin,Coney,1964-09-02,1993-02-27,9999-01-01,Senior Staff
72256,Tonny,Litecky,1964-06-23,1999-02-02,9999-01-01,Senior Staff
72325,Georgi,Gilg,1964-06-06,1998-03-01,9999-01-01,Staff
72358,Danco,Pouyioutas,1964-10-02,1989-06-21,9999-01-01,Senior Staff
72364,Ayonca,Radwan,1964-08-05,1998-06-03,9999-01-01,Engineer
72367,Lillian,Arlazarov,1964-08-16,1998-07-11,9999-01-01,Engineer
72370,Babette,Rodham,1964-07-10,1988-04-29,9999-01-01,Senior Engineer
72375,Goo,Mukaidono,1964-09-25,1991-01-10,9999-01-01,Staff
72411,Hitomi,Zykh,1964-12-09,1987-11-15,9999-01-01,Senior Engineer
72424,Saeed,Kieras,1964-11-07,1993-03-22,9999-01-01,Staff
72468,Adin,Pearson,1964-12-26,1994-03-19,9999-01-01,Technique Leader
72477,Ramachenga,Saoudi,1964-09-19,1987-10-07,9999-01-01,Staff
72543,Fatemeh,Kroft,1964-10-14,1986-09-01,9999-01-01,Senior Engineer
72564,Elrique,Brookner,1964-12-11,1997-01-01,9999-01-01,Engineer
72640,Honglan,Hutton,1965-01-24,1993-10-04,9999-01-01,Senior Engineer
72647,Isaac,Solares,1964-09-01,1997-03-11,9999-01-01,Senior Engineer
72688,Tran,Czap,1964-07-26,1989-10-27,9999-01-01,Senior Engineer
72720,Ziya,Bennet,1964-11-06,1997-09-08,9999-01-01,Assistant Engineer
72808,Kagan,Kranzdorf,1964-08-20,1989-07-21,9999-01-01,Staff
72915,Jinpo,Falby,1964-08-07,1996-07-06,9999-01-01,Staff
72918,Takahira,Szilard,1965-01-22,1988-01-16,9999-01-01,Staff
72962,Yishai,Bade,1964-10-10,1993-08-13,9999-01-01,Staff
72970,Jordanka,Ramras,1964-09-16,1995-07-05,9999-01-01,Senior Staff
73025,Qingxiang,Grandbois,1964-10-28,1995-09-30,9999-01-01,Technique Leader
73033,Aksel,Zizka,1964-11-11,1995-12-25,9999-01-01,Senior Staff
73071,Hatim,Sankaranarayanan,1964-07-24,1991-06-17,9999-01-01,Staff
73076,Froduald,Feldhoffer,1965-01-22,1993-03-16,9999-01-01,Senior Engineer
73086,Jeanna,Magalhaes,1964-07-25,1995-06-09,9999-01-01,Staff
73101,Premal,Denny,1964-11-05,1995-08-29,9999-01-01,Senior Engineer
73112,Doowon,Eterovic,1964-12-13,1994-09-12,9999-01-01,Senior Engineer
73117,Kamakshi,Nannarelli,1964-06-11,1990-04-12,9999-01-01,Staff
73171,Arfst,Sidje,1964-07-30,1990-03-14,9999-01-01,Senior Engineer
73178,Lalit,Speel,1964-11-10,1994-06-20,9999-01-01,Staff
73198,Goo,Goldhammer,1964-10-26,1992-03-01,9999-01-01,Staff
73217,Domenico,Massonet,1964-12-30,1988-04-16,9999-01-01,Staff
73227,Sakthirel,Papsdorf,1964-12-01,1995-01-19,9999-01-01,Engineer
73233,Shigeo,Merey,1965-01-15,1985-07-30,9999-01-01,Senior Engineer
73239,Jiafu,Alvarado,1964-12-16,1999-03-21,9999-01-01,Staff
73291,Sudhanshu,Lalonde,1964-07-19,1992-04-30,9999-01-01,Senior Engineer
73360,Sajjan,Lundstrom,1964-10-04,1986-11-15,9999-01-01,Senior Staff
73383,Syozo,Rosenbaum,1964-08-13,1995-02-15,9999-01-01,Engineer
73516,Qingxiang,Badache,1965-01-14,1989-06-25,9999-01-01,Senior Engineer
73571,Maik,Barvinok,1964-10-22,1998-10-27,9999-01-01,Engineer
73580,Adel,Katzenelson,1964-09-09,1994-05-28,9999-01-01,Staff
73606,Sushant,Schiettecatte,1964-08-11,1994-12-22,9999-01-01,Staff
73720,Bouchung,Teitelbaum,1964-07-28,1989-07-11,9999-01-01,Senior Engineer
73743,Anneke,Bernardeschi,1965-01-15,2000-10-15,9999-01-01,Engineer
73801,Djelloul,Anick,1964-10-29,1998-10-08,9999-01-01,Staff
73805,Venkatesan,Rabehasaina,1964-09-23,1985-08-02,9999-01-01,Senior Engineer
73818,Zito,Perko,1964-09-07,2001-06-02,9999-01-01,Staff
73857,Elgin,Nicolson,1964-12-23,1998-10-18,9999-01-01,Engineer
73860,Vatsa,Thimonier,1964-09-15,1996-06-15,9999-01-01,Staff
73865,Xuedong,Capobianchi,1964-07-07,1988-10-16,9999-01-01,Senior Engineer
73890,Geoffry,Pauthner,1964-12-15,1992-05-29,9999-01-01,Senior Engineer
73913,Hitofumi,Denis,1964-07-12,1999-11-24,9999-01-01,Staff
73960,Chenxi,Ozeri,1964-11-05,1993-11-19,9999-01-01,Engineer
73973,Jeong,Ranum,1964-11-16,1998-02-04,9999-01-01,Engineer
74002,Dinah,Lupu,1964-10-25,1992-01-04,9999-01-01,Senior Engineer
74077,Otmar,Isaak,1964-07-16,1985-06-10,9999-01-01,Staff
74082,Gully,Thimonier,1964-10-02,1998-06-15,9999-01-01,Staff
74130,Miyeon,Bierbaum,1964-08-20,1990-01-25,9999-01-01,Staff
74137,Joydip,Vidal,1964-10-26,1988-09-21,9999-01-01,Staff
74161,Weiye,Hutton,1964-10-04,1990-01-08,9999-01-01,Staff
74200,Holgard,Weiland,1965-01-16,1991-09-24,9999-01-01,Senior Engineer
74281,Tze,Schonegge,1964-08-08,1995-09-10,9999-01-01,Technique Leader
74290,Geoffrey,Menhardt,1964-10-04,1985-10-19,9999-01-01,Staff
74299,Fan,Bahk,1964-10-20,1989-08-02,9999-01-01,Senior Engineer
74318,Xiong,Suwa,1964-12-11,1998-04-05,9999-01-01,Engineer
74340,Ottavia,Terwilliger,1964-08-15,1992-08-23,9999-01-01,Staff
74344,Hiroyasu,Provine,1965-02-01,1994-11-25,9999-01-01,Engineer
74356,Valdiodio,Auyong,1964-07-31,1996-03-11,9999-01-01,Engineer
74370,Horward,Stemann,1964-08-26,2000-08-05,9999-01-01,Senior Engineer
74385,Ymte,Birjandi,1964-10-04,1992-04-02,9999-01-01,Senior Engineer
74428,Hauke,Androutsos,1964-10-10,1999-11-09,9999-01-01,Senior Engineer
74440,Hein,Crouzet,1964-06-28,1995-01-09,9999-01-01,Staff
74463,Souichi,Schreiter,1964-06-22,1995-05-08,9999-01-01,Senior Engineer
74467,Reinhold,Horswill,1964-11-17,2001-10-13,9999-01-01,Staff
74539,Filipp,Herath,1964-07-14,1987-09-29,9999-01-01,Senior Engineer
74570,Demin,Benveniste,1964-08-19,1990-12-06,9999-01-01,Senior Engineer
74625,Shugo,Matzen,1964-09-23,1988-01-29,9999-01-01,Staff
74653,Palash,Ozeri,1964-09-02,1997-07-17,9999-01-01,Engineer
74668,Masako,Bonifati,1965-01-01,1987-04-09,9999-01-01,Senior Staff
74688,Ziya,Fujisawa,1964-12-22,1994-01-24,9999-01-01,Staff
74707,Zvonko,Kawashimo,1964-10-29,1991-07-10,9999-01-01,Senior Engineer
74750,Tsutomu,Alencar,1964-07-30,1998-03-26,9999-01-01,Senior Staff
74800,Yuuichi,Conde,1965-01-25,1989-03-08,9999-01-01,Senior Engineer
74803,Yonghoan,Porenta,1964-10-18,1987-03-12,9999-01-01,Senior Engineer
74807,Bernd,Piveteau,1964-06-17,1997-05-12,9999-01-01,Senior Staff
74824,Uri,Itschner,1964-09-09,1986-10-18,9999-01-01,Staff
74828,Berthier,Genther,1964-12-07,1988-09-29,9999-01-01,Senior Engineer
74845,Fumitake,Callaway,1964-10-07,1989-09-03,9999-01-01,Staff
74863,Huican,Jayawardene,1964-09-28,1990-08-22,9999-01-01,Senior Engineer
74886,Doohun,Hmelo,1964-11-20,1987-03-28,9999-01-01,Senior Staff
74905,Yolla,Krohn,1964-10-19,1997-03-07,9999-01-01,Senior Engineer
74955,Larisa,Antonisse,1964-12-12,1988-11-08,9999-01-01,Senior Engineer
74956,Marek,Luby,1964-11-15,1997-06-01,9999-01-01,Engineer
74968,Yongmin,Collette,1964-11-15,1995-01-02,9999-01-01,Staff
75035,Erez,Brendel,1964-12-03,1995-02-09,9999-01-01,Senior Engineer
75058,Steve,Busillo,1964-07-22,1987-12-27,9999-01-01,Staff
75070,Fumiya,Colorni,1964-10-10,1986-10-12,9999-01-01,Technique Leader
75097,Wayne,Wroclawski,1964-10-17,1992-10-29,9999-01-01,Senior Engineer
75103,Tran,Hanratty,1964-06-05,1987-07-24,9999-01-01,Staff
75112,Vasilis,Verspoor,1964-11-26,1999-11-17,9999-01-01,Senior Engineer
75120,Jagoda,Butner,1964-08-21,1986-08-30,9999-01-01,Senior Engineer
75188,Khatoun,Vigier,1964-06-06,1991-03-08,9999-01-01,Staff
75234,LiMin,Kilgour,1964-08-23,1989-04-27,9999-01-01,Senior Engineer
75247,Deborah,Dymetman,1964-12-11,1998-12-01,9999-01-01,Staff
75268,Vidar,Rikino,1964-08-21,2001-08-01,9999-01-01,Senior Engineer
75319,Yuchang,Provine,1964-11-08,1994-07-02,9999-01-01,Engineer
75354,Shuky,Jakobus,1965-01-11,1986-06-16,9999-01-01,Senior Engineer
75362,Kauko,Mukaidono,1964-06-12,1998-08-31,9999-01-01,Engineer
75421,Ayonca,Rabejac,1964-06-26,1991-09-27,9999-01-01,Senior Staff
75448,Irena,Peres,1964-07-13,1992-03-18,9999-01-01,Staff
75458,Peternela,Onuegbe,1964-09-11,1987-05-04,9999-01-01,Senior Engineer
75499,Heather,Schaaf,1964-06-08,1996-03-15,9999-01-01,Senior Engineer
75500,Ohad,Brobst,1964-06-10,1990-12-28,9999-01-01,Staff
75521,Khun,Ranum,1964-09-02,1999-12-27,9999-01-01,Senior Engineer
75522,Vasiliy,Khalil,1964-11-25,2002-01-01,9999-01-01,Senior Engineer
75534,Zvonko,Morton,1964-06-22,1988-06-04,9999-01-01,Technique Leader
75544,Zhongwei,Gonthier,1964-06-07,1986-06-22,9999-01-01,Staff
75547,Rimli,Brookner,1964-11-05,1998-11-05,9999-01-01,Engineer
75578,Gino,Baca,1964-07-09,1988-02-28,9999-01-01,Staff
75599,Sanjeeva,Picht,1964-07-06,2001-07-03,9999-01-01,Engineer
75615,Marco,Ramras,1964-06-06,1995-06-05,9999-01-01,Senior Staff
75633,Pranas,Delgrange,1964-11-22,1986-05-06,9999-01-01,Staff
75645,Gal,Binding,1964-07-03,1992-06-20,9999-01-01,Staff
75675,Zissis,McDermid,1964-12-04,1997-11-06,9999-01-01,Engineer
75691,Subhada,Delaune,1964-10-14,1991-06-01,9999-01-01,Senior Engineer
75703,Kyoichi,Erman,1965-01-08,1996-07-25,9999-01-01,Senior Engineer
75743,Ranan,Chenney,1964-07-24,1995-08-05,9999-01-01,Engineer
75763,Chinho,Ratnaker,1964-12-05,1998-06-27,9999-01-01,Staff
75837,Bedrich,Vecchi,1964-10-21,1989-03-07,9999-01-01,Senior Engineer
75912,Arno,Salvesen,1964-07-29,1987-05-01,9999-01-01,Senior Engineer
75960,Mayumi,Whittlesey,1964-12-27,1996-06-14,9999-01-01,Senior Staff
75966,Jianhui,Leaver,1964-11-09,1993-10-26,9999-01-01,Staff
75998,Heeju,Lodder,1964-09-19,1985-08-27,9999-01-01,Staff
76055,Rajmohan,Geffroy,1964-10-13,1995-01-22,9999-01-01,Senior Engineer
76074,Xuedong,Shihab,1964-11-28,1998-03-12,9999-01-01,Staff
76096,Serif,Rosin,1964-12-15,1987-06-23,9999-01-01,Staff
76126,Munehiko,Valtorta,1964-11-02,1989-07-06,9999-01-01,Senior Engineer
76154,Shahid,Guting,1964-06-27,1992-05-30,9999-01-01,Staff
76181,Alejandra,Hambrick,1964-08-25,1989-05-20,9999-01-01,Staff
76189,Kolar,Hinsberger,1965-01-02,1986-10-20,9999-01-01,Senior Engineer
76197,Boalin,Lorys,1964-09-19,1992-07-01,9999-01-01,Senior Staff
76201,Arif,Preusig,1965-01-10,1992-04-02,9999-01-01,Senior Engineer
76208,Gift,Rahimi,1964-08-04,1992-08-31,9999-01-01,Senior Engineer
76224,Arra,Ranft,1964-09-24,1997-03-08,9999-01-01,Technique Leader
76243,Olivera,Molenaar,1964-12-04,1987-03-08,9999-01-01,Staff
76244,Hironobu,Uhrik,1964-10-05,1991-09-22,9999-01-01,Senior Engineer
76281,Chandrasekaran,Simmel,1964-07-26,1987-07-03,9999-01-01,Senior Engineer
76328,Arlette,Thorensen,1964-11-21,1995-07-11,9999-01-01,Senior Engineer
76361,Doowon,Murtagh,1964-07-06,1994-02-03,9999-01-01,Staff
76378,Pranay,Garrabrants,1964-10-15,1989-11-03,9999-01-01,Senior Staff
76381,Aluzio,Macedo,1964-07-21,1988-12-14,9999-01-01,Staff
76389,Bernice,Zaiane,1964-11-26,1991-05-09,9999-01-01,Senior Engineer
76403,Radhia,Preusig,1964-07-19,1986-04-29,9999-01-01,Senior Engineer
76405,Haldun,Olivero,1964-10-16,1997-04-25,9999-01-01,Senior Staff
76418,Ortrud,Dichev,1964-07-20,2002-05-05,9999-01-01,Senior Engineer
76422,Danel,Pillow,1964-11-03,1989-07-27,9999-01-01,Staff
76449,Mototsugu,Gustavson,1964-08-13,1997-10-06,9999-01-01,Engineer
76526,Apostol,Gubsky,1964-12-13,1998-08-17,9999-01-01,Staff
76528,Serap,Panangaden,1964-12-07,1987-06-18,9999-01-01,Engineer
